"","Cidiffusion","Adiffusion","Aappdiffusion","variable","conductance","resistance"
"84","160.516420569259","6.56455257115738","8.56455257115738","Mesophyll Conductance","0.125","11"
"85","162.506855714604","6.68835696432545","8.68835696432545","Mesophyll Conductance","0.125","11"
"86","164.494876107576","6.81185951344697","8.81185951344697","Mesophyll Conductance","0.125","11"
"87","166.480490568434","6.93506132105425","8.93506132105425","Mesophyll Conductance","0.125","11"
"88","168.463707874533","7.05796348431661","9.05796348431661","Mesophyll Conductance","0.125","11"
"89","170.444536760583","7.18056709507288","9.18056709507288","Mesophyll Conductance","0.125","11"
"90","172.42298591891","7.30287323986378","9.30287323986378","Mesophyll Conductance","0.125","11"
"91","174.399063999712","7.42488299996396","9.42488299996396","Mesophyll Conductance","0.125","11"
"92","176.372779611312","7.54659745141396","9.54659745141396","Mesophyll Conductance","0.125","11"
"93","178.344141320414","7.66801766505174","9.66801766505174","Mesophyll Conductance","0.125","11"
"94","180.313157652353","7.78914470654414","9.78914470654414","Mesophyll Conductance","0.125","11"
"95","182.279837091345","7.90997963641807","9.90997963641807","Mesophyll Conductance","0.125","11"
"96","184.244188080731","8.0305235100914","10.0305235100914","Mesophyll Conductance","0.125","11"
"97","186.20621902323","8.15077737790376","10.1507773779038","Mesophyll Conductance","0.125","11"
"98","188.165938281176","8.27074228514699","10.270742285147","Mesophyll Conductance","0.125","11"
"99","190.123354176764","8.39041927209547","10.3904192720955","Mesophyll Conductance","0.125","11"
"100","192.078474992289","8.50980937403616","10.5098093740362","Mesophyll Conductance","0.125","11"
"101","194.031308970388","8.62891362129846","10.6289136212985","Mesophyll Conductance","0.125","11"
"102","195.981864314271","8.74773303928385","10.7477330392839","Mesophyll Conductance","0.125","11"
"103","197.930149187963","8.86626864849533","10.8662686484953","Mesophyll Conductance","0.125","11"
"104","199.876171716533","8.98452146456661","10.9845214645666","Mesophyll Conductance","0.125","11"
"105","201.819939986329","9.10249249829116","11.1024924982912","Mesophyll Conductance","0.125","11"
"106","203.761462045208","9.22018275565094","11.2201827556509","Mesophyll Conductance","0.125","11"
"107","205.700745902761","9.33759323784507","11.3375932378451","Mesophyll Conductance","0.125","11"
"108","207.637799530545","9.45472494131819","11.4547249413182","Mesophyll Conductance","0.125","11"
"109","209.572630862309","9.57157885778861","11.5715788577886","Mesophyll Conductance","0.125","11"
"110","211.505247794211","9.68815597427639","11.6881559742764","Mesophyll Conductance","0.125","11"
"111","213.435658185048","9.80445727313103","11.804457273131","Mesophyll Conductance","0.125","11"
"112","215.363869856473","9.92048373205913","11.9204837320591","Mesophyll Conductance","0.125","11"
"113","217.289890593214","10.0362363241518","12.0362363241518","Mesophyll Conductance","0.125","11"
"114","219.213728143293","10.1517160179117","12.1517160179117","Mesophyll Conductance","0.125","11"
"115","221.135390218242","10.2669237772803","12.2669237772803","Mesophyll Conductance","0.125","11"
"116","223.054884493317","10.3818605616646","12.3818605616646","Mesophyll Conductance","0.125","11"
"117","224.97221860771","10.4965273259638","12.4965273259638","Mesophyll Conductance","0.125","11"
"118","226.887400164763","10.6109250205954","12.6109250205954","Mesophyll Conductance","0.125","11"
"119","228.800436732177","10.7250545915221","12.7250545915221","Mesophyll Conductance","0.125","11"
"120","230.711335842218","10.8389169802772","12.8389169802772","Mesophyll Conductance","0.125","11"
"121","232.620104991929","10.9525131239912","12.9525131239912","Mesophyll Conductance","0.125","11"
"122","234.526751643334","11.0658439554167","13.0658439554167","Mesophyll Conductance","0.125","11"
"123","236.431283223637","11.1789104029547","13.1789104029547","Mesophyll Conductance","0.125","11"
"124","238.333707125435","11.2917133906794","13.2917133906794","Mesophyll Conductance","0.125","11"
"125","240.234030706909","11.4042538383636","13.4042538383636","Mesophyll Conductance","0.125","11"
"126","242.132261292031","11.5165326615039","13.5165326615039","Mesophyll Conductance","0.125","11"
"127","244.028406170759","11.6285507713449","13.6285507713449","Mesophyll Conductance","0.125","11"
"128","245.922472599237","11.7403090749047","13.7403090749047","Mesophyll Conductance","0.125","11"
"129","247.814467799988","11.8518084749985","13.8518084749985","Mesophyll Conductance","0.125","11"
"130","249.70439896211","11.9630498702638","13.9630498702638","Mesophyll Conductance","0.125","11"
"131","251.59227324147","12.0740341551837","14.0740341551837","Mesophyll Conductance","0.125","11"
"132","253.478097760892","12.1847622201115","14.1847622201115","Mesophyll Conductance","0.125","11"
"133","255.361879610354","12.2952349512942","14.2952349512942","Mesophyll Conductance","0.125","11"
"134","257.243625847169","12.4054532308962","14.4054532308962","Mesophyll Conductance","0.125","11"
"135","259.123343496182","12.5154179370227","14.5154179370227","Mesophyll Conductance","0.125","11"
"136","261.001039549948","12.6251299437435","14.6251299437435","Mesophyll Conductance","0.125","11"
"137","262.876720968922","12.7345901211153","14.7345901211153","Mesophyll Conductance","0.125","11"
"138","264.750394681643","12.8437993352054","14.8437993352054","Mesophyll Conductance","0.125","11"
"139","266.622067584915","12.9527584481144","14.9527584481144","Mesophyll Conductance","0.125","11"
"140","268.49174654399","13.0614683179988","15.0614683179988","Mesophyll Conductance","0.125","11"
"141","270.359438392746","13.1699297990932","15.1699297990932","Mesophyll Conductance","0.125","11"
"142","272.225149933868","13.2781437417335","15.2781437417335","Mesophyll Conductance","0.125","11"
"143","274.088887939027","13.3861109923783","15.3861109923783","Mesophyll Conductance","0.125","11"
"144","275.950659149052","13.4938323936315","15.4938323936315","Mesophyll Conductance","0.125","11"
"145","277.81047027411","13.6013087842637","15.6013087842637","Mesophyll Conductance","0.125","11"
"146","279.668327993878","13.7085409992347","15.7085409992347","Mesophyll Conductance","0.125","11"
"147","281.524238957716","13.8155298697145","15.8155298697145","Mesophyll Conductance","0.125","11"
"148","283.378209784839","13.9222762231049","15.9222762231049","Mesophyll Conductance","0.125","11"
"149","285.23024706449","14.0287808830612","16.0287808830612","Mesophyll Conductance","0.125","11"
"150","287.080357356103","14.1350446695129","16.1350446695129","Mesophyll Conductance","0.125","11"
"151","288.928547189479","14.2410683986849","16.2410683986849","Mesophyll Conductance","0.125","11"
"152","290.774823064948","14.3468528831186","16.3468528831186","Mesophyll Conductance","0.125","11"
"153","292.619191453539","14.4523989316923","16.4523989316923","Mesophyll Conductance","0.125","11"
"154","294.461658797139","14.5577073496424","16.5577073496424","Mesophyll Conductance","0.125","11"
"155","296.302231508664","14.662778938583","16.662778938583","Mesophyll Conductance","0.125","11"
"156","298.140915972217","14.7676144965271","16.7676144965271","Mesophyll Conductance","0.125","11"
"157","299.97771854325","14.8722148179062","16.8722148179062","Mesophyll Conductance","0.125","11"
"158","301.812645548727","14.9765806935909","16.9765806935909","Mesophyll Conductance","0.125","11"
"159","303.645703287281","15.0807129109101","17.0807129109101","Mesophyll Conductance","0.125","11"
"160","305.476898029374","15.1846122536718","17.1846122536718","Mesophyll Conductance","0.125","11"
"161","307.306236017453","15.2882795021816","17.2882795021816","Mesophyll Conductance","0.125","11"
"162","309.133723466106","15.3917154332633","17.3917154332633","Mesophyll Conductance","0.125","11"
"163","310.959366562221","15.4949208202776","17.4949208202776","Mesophyll Conductance","0.125","11"
"164","312.783171465134","15.5978964331417","17.5978964331417","Mesophyll Conductance","0.125","11"
"165","314.605144306787","15.7006430383484","17.7006430383484","Mesophyll Conductance","0.125","11"
"166","316.42529119188","15.8031613989849","17.8031613989849","Mesophyll Conductance","0.125","11"
"167","318.243618198017","15.9054522747521","17.9054522747521","Mesophyll Conductance","0.125","11"
"168","320.060131375864","16.007516421983","18.007516421983","Mesophyll Conductance","0.125","11"
"169","321.874836749291","16.1093545936614","18.1093545936614","Mesophyll Conductance","0.125","11"
"170","323.687740315526","16.2109675394407","18.2109675394407","Mesophyll Conductance","0.125","11"
"171","325.498848045295","16.3123560056619","18.3123560056619","Mesophyll Conductance","0.125","11"
"172","327.308165882978","16.4135207353722","18.4135207353722","Mesophyll Conductance","0.125","11"
"173","329.115699746744","16.514462468343","18.514462468343","Mesophyll Conductance","0.125","11"
"174","330.921455528702","16.6151819410877","18.6151819410877","Mesophyll Conductance","0.125","11"
"175","332.725439095042","16.7156798868803","18.7156798868803","Mesophyll Conductance","0.125","11"
"176","334.527656286178","16.8159570357723","18.8159570357723","Mesophyll Conductance","0.125","11"
"177","336.328112916889","16.9160141146111","18.9160141146111","Mesophyll Conductance","0.125","11"
"178","338.126814776458","17.0158518470573","19.0158518470573","Mesophyll Conductance","0.125","11"
"179","339.923767628815","17.1154709536019","19.1154709536019","Mesophyll Conductance","0.125","11"
"180","341.718977212674","17.2148721515842","19.2148721515842","Mesophyll Conductance","0.125","11"
"181","343.512449241668","17.3140561552085","19.3140561552085","Mesophyll Conductance","0.125","11"
"182","345.304189404491","17.4130236755614","19.4130236755614","Mesophyll Conductance","0.125","11"
"183","347.09420336503","17.5117754206288","19.5117754206288","Mesophyll Conductance","0.125","11"
"184","348.882496762502","17.6103120953127","19.6103120953127","Mesophyll Conductance","0.125","11"
"185","350.669075211586","17.7086344014482","19.7086344014482","Mesophyll Conductance","0.125","11"
"186","352.45394430256","17.8067430378199","19.8067430378199","Mesophyll Conductance","0.125","11"
"187","354.237109601429","17.9046387001787","19.9046387001787","Mesophyll Conductance","0.125","11"
"188","356.018576650062","18.0023220812578","20.0023220812578","Mesophyll Conductance","0.125","11"
"189","357.798350966317","18.0997938707896","20.0997938707896","Mesophyll Conductance","0.125","11"
"190","359.576438044173","18.1970547555216","20.1970547555216","Mesophyll Conductance","0.125","11"
"191","361.352843353862","18.2941054192328","20.2941054192328","Mesophyll Conductance","0.125","11"
"192","363.127572341993","18.3909465427491","20.3909465427491","Mesophyll Conductance","0.125","11"
"193","364.90063043168","18.4875788039601","20.4875788039601","Mesophyll Conductance","0.125","11"
"194","366.672023022673","18.5840028778341","20.5840028778341","Mesophyll Conductance","0.125","11"
"195","368.441755491477","18.6802194364346","20.6802194364346","Mesophyll Conductance","0.125","11"
"196","370.209833191481","18.7762291489351","20.7762291489351","Mesophyll Conductance","0.125","11"
"197","371.976261453082","18.8720326816352","20.8720326816352","Mesophyll Conductance","0.125","11"
"198","373.741045583807","18.9676306979759","20.9676306979759","Mesophyll Conductance","0.125","11"
"199","375.504190868437","19.0630238585547","21.0630238585547","Mesophyll Conductance","0.125","11"
"200","377.265702569128","19.1582128211409","21.1582128211409","Mesophyll Conductance","0.125","11"
"201","379.025585925529","19.2531982406911","21.2531982406911","Mesophyll Conductance","0.125","11"
"202","380.783846154908","19.3479807693636","21.3479807693636","Mesophyll Conductance","0.125","11"
"203","382.540488452269","19.4425610565336","21.4425610565336","Mesophyll Conductance","0.125","11"
"204","384.295517990466","19.5369397488083","21.5369397488083","Mesophyll Conductance","0.125","11"
"205","386.048939920329","19.6311174900412","21.6311174900412","Mesophyll Conductance","0.125","11"
"206","387.800759370776","19.725094921347","21.725094921347","Mesophyll Conductance","0.125","11"
"207","389.550981448928","19.818872681116","21.818872681116","Mesophyll Conductance","0.125","11"
"208","391.29961124023","19.9124514050288","21.9124514050288","Mesophyll Conductance","0.125","11"
"209","393.046653808562","20.0058317260703","22.0058317260703","Mesophyll Conductance","0.125","11"
"210","394.792114196355","20.0990142745443","22.0990142745443","Mesophyll Conductance","0.125","11"
"211","396.535997424701","20.1919996780876","22.1919996780876","Mesophyll Conductance","0.125","11"
"212","398.27830849347","20.2847885616838","22.2847885616838","Mesophyll Conductance","0.125","11"
"213","400.019052381423","20.3773815476778","22.3773815476778","Mesophyll Conductance","0.125","11"
"214","401.758234046315","20.4697792557894","22.4697792557894","Mesophyll Conductance","0.125","11"
"215","403.495858425016","20.5619823031271","22.5619823031271","Mesophyll Conductance","0.125","11"
"216","405.231930433615","20.6539913042019","22.6539913042019","Mesophyll Conductance","0.125","11"
"217","406.966454967529","20.7458068709412","22.7458068709412","Mesophyll Conductance","0.125","11"
"218","408.699436901615","20.8374296127018","22.8374296127018","Mesophyll Conductance","0.125","11"
"219","410.430881090273","20.9288601362841","22.9288601362841","Mesophyll Conductance","0.125","11"
"220","412.160792367559","21.0200990459449","23.0200990459449","Mesophyll Conductance","0.125","11"
"221","413.889175547287","21.1111469434108","23.1111469434108","Mesophyll Conductance","0.125","11"
"222","415.616035423135","21.2020044278919","23.2020044278919","Mesophyll Conductance","0.125","11"
"223","417.341376768755","21.2926720960944","23.2926720960944","Mesophyll Conductance","0.125","11"
"224","419.06520433787","21.3831505422338","23.3831505422338","Mesophyll Conductance","0.125","11"
"225","420.787522864384","21.4734403580481","23.4734403580481","Mesophyll Conductance","0.125","11"
"226","422.508337062483","21.5635421328104","23.5635421328104","Mesophyll Conductance","0.125","11"
"227","424.227651626736","21.653456453342","23.653456453342","Mesophyll Conductance","0.125","11"
"228","425.945471232201","21.7431839040251","23.7431839040251","Mesophyll Conductance","0.125","11"
"229","427.66180053452","21.832725066815","23.832725066815","Mesophyll Conductance","0.125","11"
"230","429.376644170027","21.9220805212534","23.9220805212534","Mesophyll Conductance","0.125","11"
"231","431.090006755843","22.0112508444803","24.0112508444803","Mesophyll Conductance","0.125","11"
"232","432.801892889976","22.100236611247","24.100236611247","Mesophyll Conductance","0.125","11"
"233","434.512307151422","22.1890383939278","24.1890383939278","Mesophyll Conductance","0.125","11"
"234","436.221254100262","22.2776567625327","24.2776567625327","Mesophyll Conductance","0.125","11"
"235","437.928738277757","22.3660922847196","24.3660922847196","Mesophyll Conductance","0.125","11"
"236","439.63476420645","22.4543455258062","24.4543455258062","Mesophyll Conductance","0.125","11"
"237","441.339336390258","22.5424170487823","24.5424170487823","Mesophyll Conductance","0.125","11"
"238","443.042459314571","22.6303074143213","24.6303074143213","Mesophyll Conductance","0.125","11"
"239","444.744137446343","22.7180171807929","24.7180171807929","Mesophyll Conductance","0.125","11"
"240","446.444375234193","22.8055469042741","24.8055469042741","Mesophyll Conductance","0.125","11"
"241","448.143177108492","22.8928971385615","24.8928971385615","Mesophyll Conductance","0.125","11"
"242","449.840547481461","22.9800684351826","24.9800684351826","Mesophyll Conductance","0.125","11"
"243","451.536490747262","23.0670613434078","25.0670613434078","Mesophyll Conductance","0.125","11"
"244","453.231011282093","23.1538764102616","25.1538764102616","Mesophyll Conductance","0.125","11"
"245","454.924113444274","23.2405141805343","25.2405141805343","Mesophyll Conductance","0.125","11"
"246","456.615801574345","23.3269751967931","25.3269751967931","Mesophyll Conductance","0.125","11"
"247","458.306079995151","23.4132599993939","25.4132599993939","Mesophyll Conductance","0.125","11"
"248","459.994953011936","23.4993691264919","25.4993691264919","Mesophyll Conductance","0.125","11"
"249","461.682424912429","23.5853031140537","25.5853031140537","Mesophyll Conductance","0.125","11"
"250","463.368499966938","23.6710624958673","25.6710624958673","Mesophyll Conductance","0.125","11"
"251","465.053182428433","23.7566478035542","25.7566478035542","Mesophyll Conductance","0.125","11"
"252","466.736476532636","23.8420595665795","25.8420595665795","Mesophyll Conductance","0.125","11"
"253","468.41838649811","23.9272983122637","25.9272983122637","Mesophyll Conductance","0.125","11"
"254","470.098916526342","24.0123645657928","26.0123645657928","Mesophyll Conductance","0.125","11"
"255","471.778070801835","24.0972588502294","26.0972588502294","Mesophyll Conductance","0.125","11"
"256","473.455853492187","24.1819816865234","26.1819816865234","Mesophyll Conductance","0.125","11"
"257","475.132268748182","24.2665335935227","26.2665335935227","Mesophyll Conductance","0.125","11"
"258","476.807320703871","24.3509150879839","26.3509150879839","Mesophyll Conductance","0.125","11"
"259","478.481013476659","24.4351266845823","26.4351266845823","Mesophyll Conductance","0.125","11"
"260","480.153351167385","24.5191688959231","26.5191688959231","Mesophyll Conductance","0.125","11"
"261","481.82433786041","24.6030422325512","26.6030422325512","Mesophyll Conductance","0.125","11"
"262","483.493977623696","24.6867472029619","26.6867472029619","Mesophyll Conductance","0.125","11"
"263","485.162274508889","24.7702843136111","26.7702843136111","Mesophyll Conductance","0.125","11"
"264","486.829232551402","24.8536540689253","26.8536540689253","Mesophyll Conductance","0.125","11"
"265","488.494855770496","24.936856971312","26.936856971312","Mesophyll Conductance","0.125","11"
"266","490.159148169358","25.0198935211697","27.0198935211697","Mesophyll Conductance","0.125","11"
"267","491.822113735185","25.1027642168981","27.1027642168981","Mesophyll Conductance","0.125","11"
"268","493.483756439262","25.1854695549077","27.1854695549077","Mesophyll Conductance","0.125","11"
"269","495.14408023704","25.2680100296301","27.2680100296301","Mesophyll Conductance","0.125","11"
"270","496.803089068219","25.3503861335274","27.3503861335274","Mesophyll Conductance","0.125","11"
"271","498.460786856822","25.4325983571027","27.4325983571027","Mesophyll Conductance","0.125","11"
"272","500.117177511273","25.5146471889091","27.5146471889091","Mesophyll Conductance","0.125","11"
"273","501.772264924477","25.5965331155597","27.5965331155597","Mesophyll Conductance","0.125","11"
"274","503.426052973899","25.6782566217373","27.6782566217373","Mesophyll Conductance","0.125","11"
"275","505.078545521632","25.759818190204","27.759818190204","Mesophyll Conductance","0.125","11"
"276","506.729746414482","25.8412183018102","27.8412183018102","Mesophyll Conductance","0.125","11"
"277","508.379659484039","25.9224574355049","27.9224574355049","Mesophyll Conductance","0.125","11"
"278","510.028288546754","26.0035360683442","28.0035360683442","Mesophyll Conductance","0.125","11"
"279","511.67563740401","26.0844546755013","28.0844546755013","Mesophyll Conductance","0.125","11"
"280","513.321709842204","26.1652137302755","28.1652137302755","Mesophyll Conductance","0.125","11"
"281","514.966509632811","26.2458137041013","28.2458137041013","Mesophyll Conductance","0.125","11"
"282","516.610040532465","26.3262550665581","28.3262550665581","Mesophyll Conductance","0.125","11"
"283","518.25230628303","26.4065382853787","28.4065382853787","Mesophyll Conductance","0.125","11"
"284","519.893310611669","26.4866638264586","28.4866638264586","Mesophyll Conductance","0.125","11"
"285","521.533057230922","26.5666321538652","28.5666321538652","Mesophyll Conductance","0.125","11"
"286","523.171549838772","26.6464437298465","28.6464437298465","Mesophyll Conductance","0.125","11"
"287","524.808792118721","26.7260990148401","28.7260990148401","Mesophyll Conductance","0.125","11"
"288","526.444787739856","26.8055984674821","28.8055984674821","Mesophyll Conductance","0.125","11"
"289","528.079540356926","26.8849425446158","28.8849425446158","Mesophyll Conductance","0.125","11"
"290","529.713053610405","26.9641317013007","28.9641317013007","Mesophyll Conductance","0.125","11"
"291","531.345331126566","27.0431663908207","29.0431663908207","Mesophyll Conductance","0.125","11"
"292","532.976376517547","27.1220470646934","29.1220470646934","Mesophyll Conductance","0.125","11"
"293","534.606193381425","27.2007741726781","29.2007741726781","Mesophyll Conductance","0.125","11"
"294","536.234785302278","27.2793481627847","29.2793481627847","Mesophyll Conductance","0.125","11"
"295","537.862155850258","27.3577694812822","29.3577694812822","Mesophyll Conductance","0.125","11"
"296","539.488308581655","27.4360385727069","29.4360385727069","Mesophyll Conductance","0.125","11"
"297","541.113247038969","27.5141558798711","29.5141558798711","Mesophyll Conductance","0.125","11"
"298","542.736974750969","27.5921218438711","29.5921218438711","Mesophyll Conductance","0.125","11"
"299","544.359495232768","27.669936904096","29.669936904096","Mesophyll Conductance","0.125","11"
"300","545.980811985883","27.7476014982354","29.7476014982354","Mesophyll Conductance","0.125","11"
"301","547.600928498303","27.8251160622879","29.8251160622879","Mesophyll Conductance","0.125","11"
"302","549.219848244556","27.9024810305695","29.9024810305695","Mesophyll Conductance","0.125","11"
"303","550.837574685768","27.979696835721","29.979696835721","Mesophyll Conductance","0.125","11"
"304","552.454111269736","28.056763908717","30.056763908717","Mesophyll Conductance","0.125","11"
"305","554.069461430983","28.1336826788729","30.1336826788729","Mesophyll Conductance","0.125","11"
"306","555.683628590831","28.2104535738539","30.2104535738539","Mesophyll Conductance","0.125","11"
"307","557.296616157456","28.287077019682","30.287077019682","Mesophyll Conductance","0.125","11"
"308","558.908427525956","28.3635534407446","30.3635534407446","Mesophyll Conductance","0.125","11"
"309","560.519066078414","28.4398832598018","30.4398832598018","Mesophyll Conductance","0.125","11"
"310","562.128535183957","28.5160668979946","30.5160668979946","Mesophyll Conductance","0.125","11"
"311","563.73683819882","28.5921047748525","30.5921047748525","Mesophyll Conductance","0.125","11"
"312","565.343978466407","28.6679973083009","30.6679973083009","Mesophyll Conductance","0.125","11"
"313","566.949959317355","28.7437449146693","30.7437449146693","Mesophyll Conductance","0.125","11"
"314","568.554784069589","28.8193480086986","30.8193480086986","Mesophyll Conductance","0.125","11"
