"","obs","time","elapsed","date","hhmmss","Tree","TIME","E","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","blfa_1","blfa_2","blfa_3","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","TIME","CO2_s","CO2_r","H2O_s","H2O_r","Flow","Pa","¦¤Pcham","Tair","Tleaf","Tleaf2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_green","f_blue","f_white","Tled","Pc","time","hhmmss","count","co2_adj","h2o_adj","co2_at","h2o_at","co2_cv","h2o_cv","A:MN","A:SLP","A:SD","A:OK","¦¤CO2:MN","¦¤CO2:SLP","¦¤CO2:SD","¦¤CO2:OK","Stable","Total","State","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
"96",96,1531927599.3,190.5,"20180718 11:26:39","11:26:39",NA,1531927588.99355,0.00057925888252973,5.43460532183901,46.8459129032258,-57.8842952615696,-5.74089214875721,4.6461191653489,0.0839718830432004,3,0.0828128906485324,0.051860951835192,215.022007503061,24.342362249391,23.7495903225807,2.95021894342389,79.4784212076596,2.27475809089086,2.86210779772212,0.675460852533031,-25.5453167195611,-81.3292084645206,-5.64810599781436,102.499376321165,0,0,3,39,7,1,0,72284.4934004184,1199.99903225806,963.359567612621,0.802800287096774,0.223200157793548,20.958,1,"1: Needles",1531927588.99355,46.8459129032258,65.9231032258064,22.9359419354839,20.9590677419355,600.021129032258,99.0787129032258,0.100038825806452,23.2467387096774,23.8659612903226,23.6332193548387,13999.8612903226,1046.59064516129,29.3644967741936,1199.99903225806,0.330000774193548,0.330001806451613,0.330003580645161,0.00999367612903226,23,17743.0838709677,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-11.4284212630079,19.1496370520225,13.3719174307815,0,-18.6972642857143,-23.6807567662586,2.43783585601397,0,0,2,"0/2",1.86096,1.8579,1.86078,1.8535,1.85205,1.85287,1.85661,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,567.505,297.12,23.0001,23.689,30.0001,23.715,23.7206,6.9381,5.64968,100,23,95.33,21,100.901,104.531
"97",97,1531927601.3,192.5,"20180718 11:26:41","11:26:41",NA,1531927590.99677,0.000579159172895081,5.64391089089393,49.3798129032258,-59.3879205834231,-5.89003084866394,4.89743736510684,0.0839751153678885,3,0.0828160343612556,0.0518629244756967,215.022235024858,24.3405225917683,23.7480161290323,2.94993944917332,79.4824853551137,2.27461773658887,2.86178486546599,0.675321712584455,-25.5409195246731,-81.3766858064563,-5.65130477591089,102.453324917818,0,0,3,39,6,1,0,72283.0686357832,1199.99967741935,963.360269419209,0.802800440322581,0.223200231367742,20.958,1,"1: Needles",1531927590.99677,49.3798129032258,69.1930806451613,22.9344838709677,20.9579580645161,600.024483870968,99.0788870967742,0.100050148387097,23.2448709677419,23.8638774193548,23.6321548387097,13999.4193548387,1046.57967741935,29.4168612903226,1199.99967741935,0.330000225806452,0.330001258064516,0.330004741935484,0.00999365935483871,23,17743.0870967742,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-11.1757905190265,19.595485267097,13.5436465875067,0,-19.2907380952381,-21.5773700286067,2.21696245118796,0,0,2,"0/2",1.86096,1.85791,1.86075,1.8535,1.85204,1.85288,1.8566,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,567.716,297.041,23.0001,23.689,30.0001,23.716,23.7206,7.10282,5.64968,100,23,100,21,100.9,104.531
"98",98,1531927603.3,194.5,"20180718 11:26:43","11:26:43",NA,1531927593.00323,0.000579158920904027,5.82992589415137,51.9841451612903,-60.3733108822223,-5.98777077715139,5.15574085176811,0.0839796407701157,3,0.0828204356970716,0.0518656862594989,215.02228679019,24.3396010378425,23.7472322580645,2.94980028341789,79.4832466395496,2.27451274532636,2.8616253631927,0.675287538091528,-25.5409084118676,-81.3991201548399,-5.65281395782578,102.429444265657,0,0,3,39,6,1,0,72285.2502219668,1199.99967741935,963.360352644994,0.80280050967742,0.223200265819355,20.958,1,"1: Needles",1531927593.00323,51.9841451612903,72.4525580645161,22.9333870967742,20.9568451612903,600.02,99.0790580645161,0.100044251612903,23.2439483870968,23.8631096774194,23.6313548387097,13999.8225806452,1046.57096774194,29.4666290322581,1199.99967741935,0.329999967741936,0.330001032258065,0.330005258064516,0.00999365290322581,23,17743.0774193548,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-10.4053309804137,20.8568438205006,14.0274127268775,0,-20.1687428571429,-18.5827152437431,1.90040782454499,0,0,2,"0/2",1.86096,1.85791,1.86072,1.85349,1.85205,1.85289,1.85658,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,567.885,296.953,23.0002,23.6897,30.0001,23.7164,23.7211,7.22706,5.64968,100,23,100,21,100.9,104.531
"99",99,1531927605.3,196.5,"20180718 11:26:45","11:26:45",NA,1531927595.00323,0.000579280198047628,5.9986574975817,54.6479903225806,-60.9632747768252,-6.04630307004295,5.41995673409432,0.0839877299048336,3,0.0828283030473639,0.0518706229259819,215.022374334084,24.3392031404256,23.7472758064516,2.94980801469812,79.4824942084019,2.27444068204419,2.86156178753102,0.675367332653936,-25.5462567339004,-81.4656406064484,-5.65742424089644,102.353052752839,0,0,3,39,7,1,0,72288.5916352816,1199.99967741935,963.360484548183,0.802800619596774,0.223200326132258,20.958,1,"1: Needles",1531927595.00323,54.6479903225806,75.7110096774194,22.9325838709677,20.9556419354839,600.024709677419,99.0793774193548,0.1000563,23.2435806451613,23.8634548387097,23.6310967741935,14000.4870967742,1046.55935483871,29.5137096774194,1199.99967741935,0.329999451612903,0.330000580645161,0.330006258064516,0.00999363903225807,23,17743.0709677419,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-9.88007536869279,21.6332561577119,14.3237992502997,0,-20.7917666666667,-16.9388087052705,1.72335440716598,0,0,2,"0/2",1.86096,1.85791,1.86073,1.85349,1.85204,1.85289,1.85658,1.86282,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,567.794,297.06,23.0002,23.6907,30,23.7164,23.7221,7.39369,5.64968,100,23,105,21,100.9,104.531
"100",100,1531927607.3,198.5,"20180718 11:26:47","11:26:47",NA,1531927597.00323,0.000579503680513488,6.15824061365571,57.3644,-61.3003142227364,-6.07975456321601,5.68939127128964,0.0840137939880411,3,0.0828536523744176,0.0518865293326334,215.02253650691,24.3392405706538,23.7472806451613,2.94980887373036,79.480090606797,2.27438475552717,2.8615779601699,0.67542411820319,-25.5561123106448,-81.4512930580634,-5.65643068190539,102.358700456297,0,0,3,39,6,1,0,72287.9332854672,1200,963.360913064516,0.802800760887097,0.223200395190323,20.958,1,"1: Needles",1531927597.00323,57.3644,78.9901903225806,22.9319290322581,20.9542387096774,600.029451612903,99.0797516129032,0.10007544516129,23.2436741935484,23.8638225806452,23.6307387096774,14000.2870967742,1046.54709677419,29.5576129032258,1200,0.329998935483871,0.330000096774194,0.330007322580645,0.00999362225806452,23,17743.064516129,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-9.34437688108195,22.3617778712287,14.600315893515,0,-21.3696261904762,-16.0030932347932,1.62141818466186,0,0,2,"0/2",1.86096,1.8579,1.86074,1.85349,1.85202,1.85288,1.85658,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,567.83,297.063,23.0001,23.6909,30.0002,23.7164,23.7225,7.54868,5.64968,100,23,110,21,100.9,104.531
"101",101,1531927609.3,200.5,"20180718 11:26:49","11:26:49",NA,1531927598.99677,0.000579819541407879,6.31101503160253,60.1275032258065,-61.4365391448491,-6.09328280632572,5.96345247783733,0.0840555702976539,3,0.0828942825979562,0.0519120243637334,215.022506918625,24.339656271313,23.7472741935484,2.9498077283541,79.4763009649216,2.27434456910176,2.86166384379865,0.67546315925234,-25.5700417760875,-81.3699033290398,-5.65079253570285,102.431769277795,0,0,3,39,6,1,0,72285.8134898091,1199.99903225806,963.360330579749,0.802800922903226,0.223200499432258,20.958,1,"1: Needles",1531927598.99677,60.1275032258065,82.2927677419355,22.9314580645161,20.9526709677419,600.024032258065,99.0800451612903,0.1000664,23.2441709677419,23.8640483870968,23.6305,13999.8,1046.53967741935,29.5965870967742,1199.99903225806,0.329998032258065,0.329999677419355,0.330008741935484,0.00999359483870968,23,17743.0516129032,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-8.79852182407709,23.0394420661185,14.8575434045835,0,-21.9208785714286,-15.5057507966224,1.56593718151322,0,0,2,"0/2",1.86096,1.8579,1.86074,1.8535,1.85204,1.85287,1.85658,1.86283,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,567.958,297.029,23.0002,23.6909,30.0002,23.7164,23.7225,7.66444,5.64968,100,23,110,21,100.899,104.531
"102",102,1531927611.3,202.5,"20180718 11:26:51","11:26:51",NA,1531927600.99355,0.000580240228230105,6.45815747373781,62.9331225806452,-61.4132590916142,-6.09099046903436,6.24173110978282,0.0841020359213801,3,0.0829394728341143,0.0519403808124442,215.022599053164,24.3402586952111,23.7478419354839,2.94990852295374,79.4721037151662,2.2743219660692,2.86178653860798,0.675586556884541,-25.5885940649477,-81.3469472516159,-5.64923484028836,102.437822896312,0,0,3,39,7,1,0,72288.2266059614,1199.99903225806,963.360330579748,0.802800922903226,0.223200595070968,20.958,1,"1: Needles",1531927600.99355,62.9331225806452,85.6181741935484,22.9311677419355,20.9509387096774,600.022322580645,99.0803161290323,0.100065422580645,23.2448806451613,23.8647419354839,23.6309419354839,14000.3258064516,1046.53548387097,29.6302709677419,1199.99903225806,0.329996806451613,0.330000064516129,0.33000964516129,0.00999355870967742,23,17743.0419354839,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-8.24273425873267,23.6641143589945,15.0957324697824,0,-22.4481880952381,-15.3109087128526,1.54554218013374,0,0,2,"0/2",1.86097,1.85791,1.86075,1.8535,1.85208,1.85289,1.8566,1.86283,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,567.886,297.188,23.0003,23.6909,30,23.7164,23.7225,7.80575,5.64968,100,23,115,21,100.899,104.53
"103",103,1531927613.3,204.5,"20180718 11:26:53","11:26:53",NA,1531927602.9871,0.000580780861915962,6.60093908424733,65.7808483870968,-61.2410116341181,-6.07393028466746,6.52419475949533,0.0841625862799682,3,0.0829983601717925,0.0519773321560226,215.02248551751,24.3411935974105,23.7486709677419,2.95005571138697,79.4667829012411,2.27431728468295,2.86197226268666,0.675738426704021,-25.6124360104939,-81.3072958451521,-5.64653556531035,102.456218096554,0,0,3,39,6,1,0,72286.1443360873,1199.99838709677,963.359672418052,0.802800806048388,0.223200629706452,20.958,1,"1: Needles",1531927602.9871,65.7808483870968,88.9703225806452,22.9310322580645,20.9489741935484,600.027258064516,99.0806935483871,0.100069841935484,23.2459548387097,23.8653516129032,23.6319903225806,13999.864516129,1046.53903225806,29.6584,1199.99838709677,0.329996032258065,0.330000741935484,0.330009741935484,0.00999352548387097,23,17743.0322580645,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-7.67818559710822,24.2368928749443,15.3134032752502,0,-22.9605976190476,-15.0857392373831,1.52179865236097,0,0,2,"0/2",1.86098,1.85791,1.86074,1.85352,1.85207,1.85293,1.85661,1.86283,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,568.269,297.131,23.0003,23.6909,30.0001,23.7164,23.7225,7.96403,5.64968,100,23,120,21,100.899,104.53
"104",104,1531927615.3,206.5,"20180718 11:26:55","11:26:55",NA,1531927604.99032,0.000581383045143103,6.72955831981647,68.666235483871,-60.7436455221566,-6.02462976953287,6.81040202480091,0.084231990398333,3,0.0830658566582551,0.0520196858015934,215.022512130144,24.3425133275467,23.7496403225806,2.95022782118217,79.4603518243047,2.27433577328863,2.86222716244376,0.675892047893542,-25.6389922908109,-81.2256452516078,-5.64093491372659,102.516939673999,0,0,3,39,6,1,0,72277.8011047386,1199.99838709677,963.359657321298,0.802800793467743,0.223200660829032,20.958,1,"1: Needles",1531927604.99032,68.666235483871,92.3111064516129,22.9311096774194,20.9469838709677,600.023387096774,99.0812,0.100034806451613,23.2474290322581,23.8659225806452,23.6333580645161,13998.0258064516,1046.54612903226,29.6457258064516,1199.99838709677,0.329995548387097,0.330000741935484,0.330010225806452,0.00999348935483871,23,17743.0290322581,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-7.1078151420775,24.7499864879623,15.5076471504787,0,-23.440830952381,-14.3561317184019,1.45026010630739,0,0,2,"0/2",1.86097,1.85791,1.86073,1.85351,1.85204,1.85293,1.85661,1.86284,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,568.111,297.074,23.0003,23.6909,30.0001,23.717,23.7225,8.08714,5.64968,100,23,120,21,100.9,104.53
"105",105,1531927617.8,209,"20180718 11:26:57","11:26:57",NA,1531927607.64516,0.0005821549871567,6.87945681246178,72.5513,-59.6508027791615,-5.91627587008253,7.19577081170595,0.0843076032060159,3,0.0831393894302039,0.0520658273367775,215.022729578976,24.3444806993502,23.7515516129032,2.95056719816675,79.4512782576989,2.27437345173822,2.86260146043381,0.676193746428535,-25.6730349336105,-81.1846895225839,-5.63820688458772,102.526798238194,0,0,3,39,6,1,0,72281.1246872026,1199.99967741935,963.360609483634,0.802800723709678,0.223200665941936,20.958,1,"1: Needles",1531927607.64516,72.5513,96.7280064516129,22.9313516129032,20.9445774193548,600.019032258064,99.0818193548387,0.10001214516129,23.2495935483871,23.8682096774194,23.6348935483871,13998.7741935484,1046.54838709677,29.5255419354839,1199.99967741935,0.329995322580645,0.330001193548387,0.330010032258065,0.00999345225806451,23,17743.0483870968,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-6.23834184141983,25.3835467393892,15.7481123790464,0,-24.0600928571429,-12.9811150797657,1.32610583456706,0,0,2,"0/2",1.86096,1.85791,1.86074,1.8535,1.85206,1.85292,1.8566,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,567.869,297.078,23.0005,23.6909,30,23.7182,23.7233,8.28138,5.64968,100,23,125,21,100.899,104.53
"106",106,1531927619.8,211,"20180718 11:26:59","11:26:59",NA,1531927609.62258,0.000582630484199188,6.99014602196909,75.4780838709677,-58.816595612658,-5.83356788935372,7.48609336928139,0.0843422118049995,3,0.0831730453701534,0.0520869463656428,215.022652320997,24.3462447414004,23.7532629032258,2.95087109125233,79.4430237825137,2.27439642950629,2.8629278207395,0.676474661746041,-25.6940043531842,-81.1562552903197,-5.63633475292122,102.536057924572,0,0,3,39,6,1,0,72290.5588295595,1199.99935483871,963.360265741515,0.802800653064517,0.223200665387097,20.958,1,"1: Needles",1531927609.62258,75.4780838709677,100.047412903226,22.931464516129,20.9430741935484,600.020967741935,99.0823258064516,0.100019390322581,23.2514806451613,23.8701677419355,23.6363580645161,14000.8709677419,1046.55516129032,29.4807032258065,1199.99935483871,0.329995290322581,0.330002064516129,0.330009290322581,0.00999344193548387,23,17743.0548387097,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-6.09098955892048,25.4732201431759,15.7823358833719,0,-24.2567547619048,-12.5523521659639,1.28715095559042,0,0,2,"0/2",1.86096,1.85791,1.86077,1.8535,1.85208,1.85292,1.8566,1.86282,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,567.871,297.254,23.0005,23.6909,30.0002,23.7183,23.7243,8.43961,5.64968,100,23,130,21,100.9,104.53
"107",107,1531927621.8,213,"20180718 11:27:01","11:27:01",NA,1531927611.60968,0.000583022628585687,7.10316409573704,78.4291483870968,-58.0055552404039,-5.75315058599767,7.77881875507383,0.0843740502726573,3,0.0832040070930973,0.052106374809355,215.022480646057,24.3483421713237,23.7545564516129,2.95110081936349,79.4333170788198,2.27442078993704,2.86330833657643,0.676680029426449,-25.7112979206288,-81.0096494322559,-5.62625233826372,102.675280954908,0,0,3,39,6,1,0,72293.6150223305,1199.99838709677,963.359455740923,0.802800625483871,0.223200674851613,20.958,1,"1: Needles",1531927611.60968,78.4291483870968,103.399438709677,22.9316161290323,20.9418806451613,600.018806451613,99.0827516129032,0.10000014516129,23.2536806451613,23.8711225806452,23.6379903225806,14001.5935483871,1046.56322580645,29.4863483870968,1199.99838709677,0.329995129032258,0.33000235483871,0.330009193548387,0.00999342709677419,23,17743.0387096774,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-5.19406199123974,25.9210375990598,15.958056550092,0,-24.7577547619048,-11.5688748260865,1.19358171807188,0,0,2,"0/2",1.86096,1.85791,1.86076,1.85349,1.85208,1.85293,1.8566,1.86283,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,568.144,297.164,23.0005,23.6914,30.0003,23.7183,23.7245,8.54456,5.64968,100,23,130,21,100.9,104.53
"108",108,1531927623.8,215,"20180718 11:27:03","11:27:03",NA,1531927613.5871,0.000583388240528413,7.21274936131098,81.4059774193548,-57.1110335544055,-5.66445165333615,8.0741004791173,0.08440027637303,3,0.0832295107546821,0.0521223783478566,215.02237058476,24.3504918524436,23.7559080645161,2.95134087616768,79.4232912395218,2.27444217756255,2.86369670919752,0.676898698605136,-25.727421407303,-80.8651304903198,-5.61631744034951,102.813501246788,0,0,3,39,6,1,0,72288.4137354301,1199.99774193548,963.358962385635,0.802800645967742,0.223200674909677,20.958,1,"1: Needles",1531927613.5871,81.4059774193548,106.765132258065,22.9317419354839,20.940764516129,600.020483870968,99.0831419354839,0.0999983580645161,23.2559258064516,23.8722258064516,23.6395903225806,14000.5064516129,1046.56741935484,29.5001903225806,1199.99774193548,0.329995129032258,0.330002032258065,0.330009516129032,0.00999338129032258,23,17743.0258064516,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-4.58581809022186,26.1489698978872,16.0469324892932,0,-25.1572214285714,-10.7847641354397,1.11062664862502,0,0,2,"0/2",1.86097,1.85791,1.86073,1.85349,1.85206,1.85293,1.85658,1.86284,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,568.253,297.198,23.0006,23.6924,30.0002,23.7183,23.7245,8.69113,5.64968,100,23,135,21,100.899,104.53
"109",109,1531927625.8,217,"20180718 11:27:05","11:27:05",NA,1531927615.57419,0.000583759916139757,7.31202262114828,84.4089064516129,-56.0234071064143,-5.55659946377634,8.37197358304327,0.084407763531913,3,0.0832367916277677,0.0521269470967034,215.022425701917,24.352808564183,23.7581467741935,2.95173852571859,79.4125662723453,2.27446654711346,2.86411414953293,0.677271978605125,-25.7438123017633,-80.8369571225838,-5.61449283451763,102.827163443052,0,0,3,39,7,1,0,72282.2317352526,1199.99806451613,963.359256482565,0.802800675241936,0.223200663983871,20.958,1,"1: Needles",1531927615.57419,84.4089064516129,110.120909677419,22.9318967741935,20.9396612903226,600.023516129032,99.0835096774193,0.100023612903226,23.2583387096774,23.8741774193548,23.6421161290323,13999.2161290323,1046.57709677419,29.5095516129032,1199.99806451613,0.329995387096774,0.330001935483871,0.330009419354839,0.00999333387096774,23,17743.0322580645,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-3.96935198990195,26.313974508393,16.1109422490847,0,-25.5343642857143,-9.98993637761793,1.02436703774097,0,0,2,"0/2",1.86098,1.85791,1.86072,1.85349,1.85204,1.85291,1.85658,1.86285,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,568.381,297.255,23.0007,23.6929,30.0001,23.7183,23.7245,8.83734,5.64968,100,23,140,21,100.9,104.529
"110",110,1531927628.3,219.5,"20180718 11:27:08","11:27:08",NA,1531927618.20645,0.000584344356779179,7.41954627575106,88.4104516129032,-54.1221240002983,-5.36804460440805,8.7688954659523,0.0844051920158015,3,0.0832342909639496,0.0521253779296389,215.022667544296,24.3564582016857,23.7624838709677,2.952509033407,79.3968632086545,2.27453884420559,2.86477167017053,0.677970189201412,-25.7695861339618,-80.9238250064476,-5.62075758093241,102.708498822954,0,0,3,39,6,1,0,72283.5963952742,1199.99967741935,963.360397838529,0.802800547338709,0.223200650583871,20.958,1,"1: Needles",1531927618.20645,88.4104516129032,114.506490322581,22.932535483871,20.9382967741935,600.020516129032,99.0839193548387,0.100004106451613,23.2621387096774,23.8772903225806,23.6476774193548,13999.6548387097,1046.59806451613,29.5163096774194,1199.99967741935,0.329995193548387,0.330002451612903,0.330009064516129,0.00999331,23,17743.0516129032,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-3.04037917873875,26.4385297983611,16.1591058569941,0,-26.0057333333333,-8.41494435380917,0.864987490596765,0,0,2,"0/2",1.86097,1.85791,1.8607,1.8535,1.85203,1.85289,1.85659,1.86282,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,568.466,297.226,23.0008,23.6929,30.0001,23.7194,23.7254,8.97075,5.37451,100,23,145,21,100.9,104.529
"111",111,1531927630.3,221.5,"20180718 11:27:10","11:27:10",NA,1531927620.17419,0.000584823824635503,7.48626589750321,91.4140903225806,-52.4287863631306,-5.20011143837056,9.06684075084713,0.0844029288888174,3,0.0832320901905473,0.0521239969440285,215.022735134365,24.3597113229912,23.7661322580645,2.95315732445481,79.3832525840079,2.27461293520049,2.8653561817631,0.67854438925432,-25.7907306664257,-80.9676502451523,-5.62400145665556,102.640352766132,0,0,3,39,6,1,0,72282.6983601562,1200,963.360708290322,0.802800590241935,0.223200648816129,20.958,1,"1: Needles",1531927620.17419,91.4140903225806,117.749548387097,22.9332,20.9373193548387,600.018419354839,99.0843,0.0999802225806452,23.2655161290323,23.8804741935484,23.6517903225806,13999.5774193548,1046.61451612903,29.5176548387097,1200,0.329995322580645,0.330002193548387,0.330009193548387,0.00999331387096774,23,17743.0580645161,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-2.41466975027532,26.4275910764641,16.1551080891752,0,-26.2605785714286,-7.5581878241027,0.782568030675963,0,0,2,"0/2",1.86096,1.85791,1.8607,1.8535,1.85202,1.85289,1.85657,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,568.495,297.175,23.001,23.6929,30.0002,23.7204,23.7265,9.137,5.37451,100,23,145,21,100.9,104.529
"112",112,1531927632.3,223.5,"20180718 11:27:12","11:27:12",NA,1531927622.14839,0.000585281398899126,7.54356828187424,94.4254032258065,-50.5660066076616,-5.01536292637345,9.36553424756345,0.0843901742204653,3,0.08321968690768,0.0521162138850641,215.022840625689,24.363302266335,23.7701741935484,2.95387569144019,79.3685266898645,2.27470063809828,2.86599831566329,0.679175053341913,-25.8109096914514,-81.0213883354878,-5.62795478794049,102.562587810809,0,0,3,39,7,1,0,72277.2358631452,1200.00032258065,963.361187032511,0.802800773387097,0.2232006474,20.958,1,"1: Needles",1531927622.14839,94.4254032258065,120.967290322581,22.9340387096774,20.9366,600.018967741936,99.0844806451613,0.0999964935483871,23.2692258064516,23.8847258064516,23.6556225806452,13998.5451612903,1046.62677419355,29.5150580645161,1200.00032258065,0.329995741935484,0.330000935483871,0.33001,0.00999332709677419,23,17743.0580645161,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-2.09929864155282,26.3968301498122,16.1422547859061,0,-26.3754357142857,-7.18478907202126,0.748521693492748,0,0,2,"0/2",1.86096,1.85791,1.86071,1.8535,1.85203,1.85292,1.85655,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,568.422,297.209,23.001,23.6937,30.0002,23.7204,23.7265,9.29596,5.37451,100,23,150.17,21,100.899,104.529
"113",113,1531927634.3,225.5,"20180718 11:27:14","11:27:14",NA,1531927624.11613,0.000585610259329018,7.5988454988409,97.4394419354839,-48.6701755838714,-4.82732748738414,9.66448324395212,0.0843727368420096,3,0.0832027298371617,0.0521055733322285,215.022832651471,24.3668061067021,23.7736403225807,2.95449184292935,79.3547465111387,2.27479896259125,2.8666199094618,0.679692880338103,-25.8254124364097,-81.001301767736,-5.62676037115476,102.569358076171,0,0,3,39,6,1,0,72272.896412337,1200,963.361073225806,0.802800894354838,0.223200665490322,20.958,1,"1: Needles",1531927624.11613,97.4394419354839,124.180580645161,22.9350225806452,20.9364709677419,600.021193548387,99.0844935483871,0.10001584516129,23.2728161290323,23.8884,23.6588806451613,13997.7806451613,1046.63193548387,29.5134032258065,1200,0.329995709677419,0.329999967741935,0.330010935483871,0.00999334258064516,23,17743.0516129032,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-1.30668315812207,26.2460918294957,16.080594167736,0,-26.6330523809524,-6.57346316734031,0.694471062593716,0,0,2,"0/2",1.86096,1.8579,1.86071,1.8535,1.85203,1.85294,1.85656,1.86282,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,568.66,297.118,23.0009,23.6946,30.0001,23.7204,23.7265,9.46111,5.37451,100,23,155,21,100.899,104.528
"114",114,1531927636.3,227.5,"20180718 11:27:16","11:27:16",NA,1531927626.08387,0.000585801499322056,7.66096632062492,100.450532258064,-46.9178544064843,-4.65351380747448,9.96311414373753,0.0843497382149443,3,0.0831803645525064,0.0520915391411131,215.022871266665,24.3701873585974,23.7764145161291,2.95498507446375,79.3415094499821,2.27489106332234,2.8672142477406,0.680094011141412,-25.8338461201027,-80.8948690451603,-5.61954343311684,102.674612668285,0,0,3,39,6,1,0,72272.5826484758,1200,963.361155677419,0.802800963064516,0.223200686470968,20.958,1,"1: Needles",1531927626.08387,100.450532258064,127.415064516129,22.9360032258065,20.9367870967742,600.017032258064,99.0842870967742,0.0999971451612903,23.2762483870968,23.8911290322581,23.6617,13997.9290322581,1046.64516129032,29.5715903225807,1200,0.32999564516129,0.329999774193548,0.330011225806452,0.00999335032258064,23,17743.0483870968,1531926694.2,"11:11:34",39,-0.509,0.041,420,21,0.31,0.15,-0.667888035356222,26.0546069880705,16.0015416891726,0,-26.8429761904762,-6.15256275413393,0.654437321313772,0,0,2,"0/2",1.86096,1.8579,1.8607,1.8535,1.85202,1.85292,1.85657,1.86282,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.509,0.041,3,568.466,297.169,23.0009,23.6949,30.0002,23.721,23.7275,9.58661,5.37451,100,23,155,21,100.899,104.529
