"","obs","time","elapsed","date","hhmmss","Tree","TIME","E","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","blfa_1","blfa_2","blfa_3","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","TIME","CO2_s","CO2_r","H2O_s","H2O_r","Flow","Pa","¦¤Pcham","Tair","Tleaf","Tleaf2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_green","f_blue","f_white","Tled","Pc","time","hhmmss","count","co2_adj","h2o_adj","co2_at","h2o_at","co2_cv","h2o_cv","A:MN","A:SLP","A:SD","A:OK","¦¤CO2:MN","¦¤CO2:SLP","¦¤CO2:SD","¦¤CO2:OK","Stable","Total","State","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
"143",143,1531935836.7,287.100000143051,"20180718 13:43:56","13:43:56",NA,1531935826.7,1.94448064392582e-05,13.8420032868889,214.4435,-11822.5889787779,-1172.08704356002,21.2598482766204,0.00182539617425954,3,0.00182484099796349,0.00114057548985744,215.0212711894,25.0970481259973,24.3646633333334,3.06121198769557,68.4221147725652,2.03195353661761,2.96973214489469,1.02925845107796,-0.857515963971286,-81.7559306400083,-5.71307274721542,126.694751838205,0,0,3,0,0,1,0,72096.0987756706,1199.999,963.357801401163,0.802798836833333,0.223199802686667,10.479,1,"1: Needles",1531935826.7,214.4435,238.625133333333,20.4958766666667,20.4626133333333,600.017566666667,99.03962,0.10000548,23.8591733333333,24.39488,24.3344466666667,13997.4766666667,1049.89466666667,18.9410533333333,1199.999,0.329992433333333,0.329994433333333,0.3299939,0.0100191953333333,24.98749,17743.14,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.5078802147373,-0.257606268968631,0.0490503178902579,1,-24.1845476190476,0.421564540960975,0.0815131343144138,1,2,2,"2/2",1.86097,1.85791,1.86078,1.85354,1.8521,1.85289,1.85656,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,625.988,296.351,22.9998,25.1748,30,25.2086,25.2167,14.2479,0,100,23,268.33,21,100.693,104.303
"144",144,1531935838.7,289.100000143051,"20180718 13:43:58","13:43:58",NA,1531935828.7,1.94837072768845e-05,13.8310027760059,217.801433333333,-11791.0505463755,-1168.9607064443,21.5927593875149,0.00182822964835074,3,0.00182767274743335,0.00114234548816197,215.021450023158,25.0990675891423,24.3663483333333,3.06152099955599,68.408655385136,2.03180183735823,2.97009468453857,1.02971916219775,-0.859231490910608,-81.7001317200079,-5.70928061403046,126.752806198209,0,0,3,0,0,1,0,72096.1279775826,1200,963.3585986,0.802798832166667,0.22319980362,10.479,1,"1: Needles",1531935828.7,217.801433333333,241.964033333333,20.49434,20.46101,600.016333333333,99.0396733333333,0.0999836333333333,23.8612033333333,24.3970466666667,24.33565,13997.5833333333,1049.88866666667,19.07904,1200,0.3299923,0.329994266666667,0.329993933333333,0.0100194553333333,24.99166,17743.1566666667,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.5036365291496,-0.28368437209513,0.0484745460406165,1,-24.1775404761905,0.465913297139728,0.0806753902982395,1,2,2,"2/2",1.86097,1.8579,1.86078,1.85353,1.8521,1.85288,1.85655,1.8628,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.306,296.305,22.9998,25.1748,30,25.2086,25.2167,14.3549,0,100,23,268.33,21,100.694,104.303
"145",145,1531935840.7,291.100000143051,"20180718 13:44:00","13:44:00",NA,1531935830.7,1.95636785647917e-05,13.8202142130257,221.160533333333,-11734.3771333122,-1163.34218391142,21.9257805437852,0.00183495664430572,3,0.00183439563822827,0.00114654766358721,215.021373822789,25.1013915179146,24.3678966666667,3.0618049721798,68.3938667272857,2.03164926741457,2.97051382621133,1.03015570476523,-0.862758224707315,-81.5710124800058,-5.70036972094887,126.887233397127,0,0,3,0,0,1,0,72098.6722359514,1199.99933333333,963.3582005007,0.802798946416667,0.223199816756667,10.479,1,"1: Needles",1531935830.7,221.160533333333,245.3043,20.4928,20.4593333333333,600.019733333333,99.0396766666667,0.09998543,23.86355,24.3989066666667,24.3368866666667,13998.27,1049.89066666667,19.23082,1199.99933333333,0.3299928,0.329994266666667,0.329994466666667,0.010018429,24.99166,17743.15,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4885101722687,-0.314704011237999,0.0517985558280458,1,-24.1505333333333,0.545870188801809,0.0886119729270926,1,2,2,"2/2",1.86097,1.85789,1.86078,1.85353,1.85208,1.85288,1.85655,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.207,296.419,22.9999,25.1748,30.0001,25.2086,25.2167,14.499,0,100,23,273.33,21,100.694,104.303
"146",146,1531935842.7,293.100000143051,"20180718 13:44:02","13:44:02",NA,1531935832.7,1.97587344486512e-05,13.8166929771513,224.5179,-11615.7269278454,-1151.57987104458,22.2586408870716,0.00185236408908344,3,0.00185179239012946,0.00115742159383455,215.021520612515,25.1039105520055,24.3698966666666,3.06217181696917,68.3789529305678,2.03152017258112,2.97097291712543,1.03065164438805,-0.871360189185518,-81.4788229599972,-5.69405866646838,126.977278796864,0,0,3,0,0,1,0,72099.2028013269,1200,963.3587562,0.8027989635,0.22319984038,10.479,1,"1: Needles",1531935832.7,224.5179,248.655433333333,20.4914866666667,20.4576866666667,600.026566666667,99.0397066666667,0.10000953,23.86612,24.40154,24.3382533333333,13998.52,1049.89766666667,19.3047433333333,1200,0.329992733333333,0.3299946,0.3299947,0.0100179446666667,24.99444,17743.1566666667,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4815800178239,-0.391389008678031,0.0537442404180152,1,-24.14115,0.630331091483764,0.0890504625532761,1,2,2,"2/2",1.86098,1.85789,1.86078,1.85354,1.85208,1.85288,1.85656,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.268,296.545,23,25.1748,30.0001,25.2086,25.2167,14.6593,0,100,23,278.33,21,100.693,104.303
"147",147,1531935844.7,295.100000143051,"20180718 13:44:04","13:44:04",NA,1531935834.7,1.99263452530808e-05,13.8047946536488,227.873733333333,-11510.6401722589,-1141.16273728605,22.5913597675451,0.00186681624674572,3,0.00186623559359132,0.00116644940015701,215.021755069813,25.1066369256318,24.373025,3.06274570041247,68.3634067048624,2.0313966202459,2.97146780442909,1.03134908016657,-0.878751825660863,-81.5367783599997,-5.69827850056052,126.907946383592,0,0,3,0,0,1,0,72098.9955922799,1200.001,963.359703999084,0.802799084333333,0.22319986416,10.479,1,"1: Needles",1531935834.7,227.873733333333,251.9906,20.49022,20.4561333333333,600.0283,99.0398066666667,0.10000834,23.86889,24.40558,24.34047,13998.6066666667,1049.909,19.3512633333333,1200.001,0.3299932,0.329994933333333,0.329994966666667,0.0100169626666667,24.99861,17743.1666666667,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4772609335748,-0.414830998005776,0.0533947318776392,1,-24.1339928571429,0.669772303703102,0.0886706946619726,1,2,2,"2/2",1.86097,1.8579,1.86077,1.85356,1.85208,1.85287,1.85656,1.8628,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.566,296.568,23.0002,25.1748,30,25.2086,25.2167,14.7668,0,100,23,278.33,21,100.694,104.303
"148",148,1531935846.7,297.100000143051,"20180718 13:44:06","13:44:06",NA,1531935836.7,1.99573015584903e-05,13.7898141802968,231.229866666667,-11485.1031395841,-1138.63165198762,22.9240993199368,0.0018683200577727,3,0.00186773846889868,0.00116738878125907,215.022066898909,25.1095384653745,24.3764716666667,3.06337809001268,68.3468482088513,2.03125997796118,2.97198778172499,1.03211811205149,-0.880116998729421,-81.6235766800052,-5.70452755759867,126.813845662575,0,0,3,0,0,1,0,72095.9756183246,1200.00233333333,963.361007898315,0.802799278916667,0.22319988575,10.479,1,"1: Needles",1531935836.7,231.229866666667,255.320933333333,20.48883,20.45469,600.0225,99.0398866666667,0.0999850566666667,23.8718,24.4099066666667,24.3430366666667,13998.0833333333,1049.912,19.41528,1200.00233333333,0.329994566666667,0.329995766666667,0.329995833333333,0.0100139083333333,24.99583,17743.18,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4605749652251,-0.411563721759602,0.0533937118001432,1,-24.1050119047619,0.68638230289281,0.0900959916723243,1,2,2,"2/2",1.86098,1.85791,1.86078,1.85357,1.85208,1.85288,1.85659,1.8628,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.147,296.636,23.0004,25.1748,30.0001,25.2086,25.2167,14.9096,0,100,23,283.33,21,100.694,104.303
"149",149,1531935848.7,299.100000143051,"20180718 13:44:08","13:44:08",NA,1531935838.70333,2.00078834367837e-05,13.7821189194931,234.586566666667,-11453.0114838499,-1135.44869170558,23.2568534999699,0.00187187027473244,3,0.00187128647381146,0.00116960648298862,215.022332986187,25.1122948523297,24.3793583333334,3.06390781942188,68.3314015934471,2.031139170873,2.97248281684271,1.03276864854888,-0.882347659562163,-81.642445880003,-5.70600923837601,126.791530208246,0,0,3,0,0,1,0,72090.3946005992,1200.003,963.361850798606,0.802799535333333,0.223199966666667,10.479,1,"1: Needles",1531935838.70333,234.586566666667,258.6644,20.4876366666667,20.45341,600.0208,99.0397633333334,0.0999863566666667,23.87457,24.4133566666667,24.34536,13997.02,1049.90266666667,19.49809,1200.003,0.3299958,0.329997233333333,0.3299975,0.0100095666666667,24.9819433333333,17743.18,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4497029102254,-0.340765444040362,0.0490291206902204,1,-24.0893833333333,0.541085359328663,0.0808793690706713,1,2,2,"2/2",1.86098,1.85791,1.8608,1.85355,1.85209,1.85288,1.85661,1.8628,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,625.889,296.602,23.0003,25.1748,30.0001,25.2086,25.2167,15.0714,0,100,23,288.33,21,100.693,104.303
"150",150,1531935850.7,301.100000143051,"20180718 13:44:10","13:44:10",NA,1531935840.70333,2.00408746848357e-05,13.7716226114335,237.938633333333,-11427.2001359845,-1132.88795777449,23.5891390003585,0.00187404946909791,3,0.00187346430829919,0.001170967751671,215.022797818296,25.1146472060211,24.3814416666666,3.06429017965611,68.3178402510603,2.03102424037725,2.97290463649534,1.03326593927886,-0.883802573601255,-81.597698919997,-5.70300978360714,126.838286541091,0,0,3,0,0,1,0,72092.0765656131,1200.00466666667,963.363526799148,0.802799817,0.223200060866667,10.479,1,"1: Needles",1531935840.70333,237.938633333333,261.9984,20.48651,20.4522266666667,600.017466666667,99.0396033333333,0.0999885433333333,23.87693,24.4158133333333,24.34707,13997.5433333333,1049.89766666667,19.5963133333333,1200.00466666667,0.329997,0.3299987,0.329999433333333,0.0100049866666667,24.9527766666667,17743.19,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4410276845782,-0.2258332758406,0.0420056566360203,1,-24.0752142857143,0.360198274163125,0.0694945992126576,1,2,2,"2/2",1.86097,1.85791,1.86079,1.85352,1.85208,1.85287,1.85659,1.8628,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.049,296.511,23.0003,25.1748,30.0001,25.2086,25.2167,15.1745,0,100,23,288.33,21,100.694,104.303
"151",151,1531935852.7,303.100000143051,"20180718 13:44:12","13:44:12",NA,1531935842.70333,1.98792187053927e-05,13.7666848598159,241.2886,-11519.1331860975,-1142.00132332825,23.9212357433791,0.00185819300118536,3,0.00185761769915079,0.00116106273555863,215.023167549177,25.11643912213,24.3828583333334,3.0645502084408,68.3057004525665,2.03087701222748,2.97321746028764,1.03367319621332,-0.876673544907817,-81.5437869200033,-5.69933288193939,126.903374202327,0,0,3,0,0,1,0,72095.941104694,1200.00566666667,963.36480070119,0.802800209583333,0.22320014951,10.479,1,"1: Needles",1531935842.70333,241.2886,265.339666666667,20.48504,20.4510333333333,600.0206,99.03952,0.0999989966666667,23.87868,24.4173666666667,24.34835,13998.5033333333,1049.89233333333,19.77161,1200.00566666667,0.329999,0.330000533333333,0.330001066666667,0.00999966433333333,24.9194433333333,17743.1966666667,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.427787675731,-0.160161699851868,0.0358508255519166,1,-24.0533666666667,0.257061483037114,0.0597124325678884,1,2,2,"2/2",1.86096,1.85791,1.86079,1.85352,1.85209,1.85287,1.85659,1.86282,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.029,296.579,23.0002,25.1748,30.0001,25.2086,25.2167,15.3163,0,100,23,293.33,21,100.694,104.304
"152",152,1531935854.7,305.100000143051,"20180718 13:44:14","13:44:14",NA,1531935844.70333,1.97916562298527e-05,13.7749357422332,244.636866666667,-11580.6486242028,-1148.09845746996,24.2531500932764,0.00184910368769974,3,0.00184853399919394,0.00115538491894519,215.023092241198,25.1175034890585,24.384715,3.06489102831224,68.2960042887469,2.03071610734517,2.97340397654826,1.03417492096707,-0.872812039736502,-81.6753322000056,-5.70861055145165,126.766337450004,0,0,3,0,0,1,0,72100.320723333,1200.00466666667,963.364346102335,0.80280049975,0.223200176663333,10.479,1,"1: Needles",1531935844.70333,244.636866666667,268.702233333333,20.4834433333333,20.4495866666667,600.0253,99.03939,0.100001473333333,23.8797233333333,24.41919,24.35024,13999.5466666667,1049.885,19.91802,1200.00466666667,0.330001333333333,0.3300022,0.330002166666667,0.00999460633333333,24.8888866666667,17743.1833333333,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.429627485965,-0.055680645218571,0.0370047855087974,1,-24.06,0.0320408761993836,0.0642626715316208,1,2,2,"2/2",1.86096,1.85791,1.86078,1.85354,1.85209,1.85288,1.8566,1.86283,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.048,296.591,23.0001,25.1748,30.0001,25.2086,25.2167,15.4768,0,100,23,298.33,21,100.693,104.303
"153",153,1531935856.7,307.100000143051,"20180718 13:44:16","13:44:16",NA,1531935846.70333,1.97759899168839e-05,13.7736975926896,247.982766666667,-11590.5286924787,-1149.07701328267,24.58484029739,0.00184687317101909,3,0.00184630485586845,0.00115399158102817,215.022772156082,25.117925289892,24.3861316666666,3.06515110166685,68.2886442389649,2.03054853861972,2.97347906265959,1.03460256304713,-0.872121155334581,-81.8365290800025,-5.71993028705081,126.594191633694,0,0,3,0,0,1,0,72108.5828856881,1200.002,963.362541101558,0.802800779583333,0.223200262603333,10.479,1,"1: Needles",1531935846.70333,247.982766666667,272.046133333333,20.48177,20.44794,600.023966666667,99.0393233333333,0.0999863366666667,23.8801433333333,24.4206433333333,24.35162,14001.4033333333,1049.88433333333,19.7966466666667,1200.002,0.330002633333333,0.330003633333333,0.330004033333333,0.00999002033333333,24.8527766666667,17743.1366666667,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4362697963086,0.049512527071483,0.0416054556594409,1,-24.0690666666667,-0.0988125118214891,0.0692884779353911,1,2,2,"2/2",1.86096,1.85791,1.86079,1.85353,1.85209,1.85288,1.8566,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.466,296.362,23.0002,25.1748,30.0001,25.2086,25.2167,15.5807,0,100,23,298.33,21,100.693,104.303
"154",154,1531935858.7,309.100000143051,"20180718 13:44:18","13:44:18",NA,1531935848.70333,1.98149476601153e-05,13.7726812284248,251.3213,-11566.895945263,-1146.73409777647,24.9158205945075,0.00184991405062954,3,0.00184934386276352,0.00115589112852281,215.022748925325,25.1177653477137,24.3870633333334,3.06532214865876,68.2837598843993,2.03038499193656,2.97345224600093,1.03493715672221,-0.873839191811083,-82.0114735200084,-5.73218059333247,126.405255620173,0,0,3,0,0,1,0,72125.498979872,1200.001,963.361921300932,0.802800932083333,0.22320038209,10.479,1,"1: Needles",1531935848.70333,251.3213,275.383,20.48012,20.4462233333333,600.024566666667,99.0393166666667,0.0999946233333333,23.8799933333333,24.4208466666667,24.35328,14005.13,1049.887,19.6465833333333,1200.001,0.3300028,0.330005133333333,0.330006166666667,0.00998616233333333,24.8194433333333,17743.1066666667,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4313348025392,0.100992685204496,0.0402131048875137,1,-24.060069047619,-0.161787988454615,0.0669189612537691,1,2,2,"2/2",1.86096,1.85791,1.86079,1.85351,1.8521,1.85287,1.85658,1.86279,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.446,296.454,23.0003,25.1748,30,25.2086,25.2167,15.7229,0,100,23,303.33,21,100.694,104.303
"155",155,1531935860.7,311.100000143051,"20180718 13:44:20","13:44:20",NA,1531935850.70333,1.99376307299453e-05,13.7831272298771,254.656066666667,-11502.3631274525,-1140.33553148986,25.2464087519871,0.00186096579340915,3,0.00186038877343085,0.00116279481126875,215.022878265274,25.1171985946372,24.3874283333333,3.06538916218794,68.2806455663228,2.03022687914464,2.9733563036873,1.0351622830433,-0.879249515190588,-82.157305479989,-5.74236853646121,126.243954733633,0,0,3,0,0,1,0,72136.4361239597,1200.00133333333,963.36227880134,0.802801007,0.22320043352,10.479,1,"1: Needles",1531935850.70333,254.656066666667,278.736233333333,20.47854,20.4444333333333,600.023233333333,99.0392466666667,0.09999271,23.8794566666667,24.4204033333333,24.3544533333333,14007.5266666667,1049.88766666667,19.6816233333333,1200.00133333333,0.330003,0.330006,0.3300069,0.00998437866666666,24.79861,17743.1,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.436218783137,0.193272963854855,0.0427200033463629,1,-24.0710333333333,-0.34687114869387,0.0731131076342437,1,2,2,"2/2",1.86096,1.8579,1.86075,1.8535,1.8521,1.85287,1.85655,1.86279,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.187,296.613,23.0004,25.1748,30.0001,25.2086,25.2167,15.8805,0,100,23,308.33,21,100.694,104.303
"156",156,1531935862.7,313.100000143051,"20180718 13:44:22","13:44:22",NA,1531935852.70333,1.98185243845014e-05,13.7863813485753,257.997133333333,-11573.2015467163,-1147.35542186688,25.5775732031644,0.00184973523248533,3,0.00184916515482906,0.00115577942616604,215.022525859924,25.1166507209233,24.3867883333333,3.0652716598594,68.2770340944615,2.03004911023517,2.97325321341081,1.03522254962423,-0.873996925356511,-82.1470621999948,-5.7416173181323,126.25984941644,0,0,3,0,0,1,0,72131.3124343334,1199.99966666667,963.360835899696,0.802800919583333,0.223200402016667,10.479,1,"1: Needles",1531935852.70333,257.997133333333,282.0833,20.4768,20.4428966666667,600.0169,99.0390066666667,0.09997551,23.87888,24.4195533333333,24.3540233333333,14006.4033333333,1049.88133333333,19.7183766666667,1199.99966666667,0.3300026,0.330005433333333,0.3300063,0.009985935,24.7916666666667,17743.0766666667,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4460905714915,0.259871007576668,0.0466456052951085,1,-24.0864619047619,-0.431554938640301,0.0781505048345542,1,2,2,"2/2",1.86097,1.8579,1.86075,1.85351,1.85209,1.85288,1.85657,1.86279,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.446,296.511,23.0007,25.1748,30,25.2086,25.2168,15.9826,0,100,23,308.33,21,100.693,104.304
"157",157,1531935864.7,315.100000143051,"20180718 13:44:24","13:44:24",NA,1531935854.70333,1.94677741195017e-05,13.7923961248157,261.339433333333,-11788.7064393801,-1168.71556818189,25.9088192489219,0.00181692084014427,3,0.00181637080648232,0.00113528115832824,215.022135716442,25.1164048092924,24.38596,3.06511958586847,68.2720762858488,2.02986101984132,2.97319362508104,1.03525856602715,-0.858528838670024,-82.0670028799946,-5.73598797594964,126.360616021828,0,0,3,0,0,1,0,72117.2899540064,1199.998,963.359283698518,0.802800741083333,0.223200356663333,10.479,1,"1: Needles",1531935854.70333,261.339433333333,285.436033333333,20.4749866666667,20.4416833333333,600.017566666667,99.0385733333333,0.100002573333333,23.8785466666667,24.4182333333333,24.3536866666667,14003.36,1049.867,19.6134433333333,1199.998,0.330001366666667,0.330004033333333,0.330005333333333,0.00998950633333333,24.7916666666667,17743.0566666667,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4462246861649,0.268130692515158,0.047185419622615,1,-24.0869547619048,-0.444215738940328,0.0793389059738901,1,2,2,"2/2",1.86097,1.8579,1.86078,1.85352,1.8521,1.85289,1.85657,1.86279,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.406,296.585,23.0008,25.1748,30.0001,25.2086,25.2178,16.1233,0,100,23,313.33,21,100.692,104.305
"158",158,1531935866.7,317.100000143051,"20180718 13:44:26","13:44:26",NA,1531935856.70333,1.91893636359866e-05,13.8087788250741,264.678,-11975.4685623708,-1187.22659235074,26.2397048076756,0.00179081748933784,3,0.0017902831442769,0.00111897496047123,215.021955755668,25.1164947186654,24.385355,3.06500851788589,68.2661669700242,2.02968776513996,2.97319720035138,1.03532075274592,-0.84625093634701,-81.9659178799942,-5.72890581571977,126.480881123607,0,0,3,0,0,1,0,72105.963390408,1199.99766666667,963.358625999032,0.802800416,0.22320032224,10.479,1,"1: Needles",1531935856.70333,264.678,288.802866666667,20.4733133333333,20.4404866666667,600.025766666667,99.0381866666667,0.10002961,23.8785666666667,24.4167933333333,24.3539166666667,14000.9233333333,1049.856,19.3076566666667,1199.99766666667,0.3299994,0.3300031,0.3300041,0.00999357733333333,24.7958366666667,17743.0533333333,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4580219373144,0.337117488817734,0.050847736047716,1,-24.1087238095238,-0.580710645932735,0.0877559001123863,1,2,2,"2/2",1.86096,1.85791,1.86079,1.85352,1.85211,1.85289,1.85656,1.8628,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,625.968,296.647,23.0008,25.1748,30.0001,25.2086,25.2188,16.2819,0,100,23,318.33,21,100.693,104.305
"159",159,1531935868.7,319.100000143051,"20180718 13:44:28","13:44:28",NA,1531935858.7,1.90333979171711e-05,13.8124973347306,268.0163,-12076.9454159029,-1197.28390611608,26.5705931024769,0.00177608816853781,3,0.00177556257592388,0.00110977381919805,215.021889457344,25.1170336829281,24.3850666666666,3.06495558589795,68.259057947197,2.02953741185256,2.97328658333162,1.03541817404539,-0.839372848147245,-81.838415999992,-5.72000032966581,126.624100279539,0,0,3,0,0,1,0,72104.1865489016,1199.998,963.358569299708,0.802800145749999,0.223200266556666,10.479,1,"1: Needles",1531935858.7,268.0163,292.147766666667,20.4718466666667,20.4392866666667,600.0241,99.0379666666667,0.100007786666667,23.8790666666667,24.4161533333333,24.35398,14000.5933333333,1049.85466666667,18.9498933333333,1199.998,0.329997833333333,0.3300019,0.330002533333333,0.009997909,24.8097233333333,17743.0633333333,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4721372348753,0.350074615663285,0.051856426266958,1,-24.1284071428571,-0.545202495304088,0.0860791285826653,1,2,2,"2/2",1.86096,1.85791,1.8608,1.85352,1.85211,1.85288,1.85656,1.86282,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.346,296.487,23.0009,25.1748,30.0001,25.2086,25.2188,16.3856,0,100,23,318.33,21,100.693,104.304
"160",160,1531935870.7,321.100000143051,"20180718 13:44:30","13:44:30",NA,1531935860.7,1.88695993325211e-05,13.8144330854657,271.354866666667,-12185.0950621817,-1208.00216893417,26.9014944743062,0.00176043373550431,3,0.00175991736585388,0.00109999473459224,215.021658617472,25.1181798647285,24.3854216666667,3.06502075660955,68.2495745213416,2.02939046921475,2.9734844260167,1.0356302873948,-0.832149330564182,-81.716844440003,-5.71154535997857,126.761119486926,0,0,3,0,0,1,0,72101.4333055886,1199.99766666667,963.358046100159,0.802799932749999,0.223200148156667,10.479,1,"1: Needles",1531935860.7,271.354866666667,295.489866666667,20.4704233333333,20.4381433333333,600.021133333333,99.0376866666667,0.10000268,23.8801733333333,24.41622,24.3546233333333,14000.09,1049.85533333333,18.69725,1199.99766666667,0.329997133333333,0.33,0.330000533333333,0.0100025023333333,24.83889,17743.0666666667,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4714506199179,0.21314236669443,0.0531795481971148,1,-24.125369047619,-0.303010452961774,0.088968441403453,1,2,2,"2/2",1.86096,1.85791,1.8608,1.85354,1.85211,1.85289,1.85655,1.86281,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.526,296.499,23.0009,25.1748,30.0001,25.2086,25.2188,16.5264,0,100,23,323.33,21,100.693,104.304
"161",161,1531935872.7,323.100000143051,"20180718 13:44:32","13:44:32",NA,1531935862.7,1.88384843997686e-05,13.824768226864,274.690966666667,-12217.4018985048,-1211.2018898806,27.2321579271704,0.00175672271947815,3,0.00175620852424237,0.001097676513301,215.021503891265,25.1199054991304,24.387255,3.06535733825185,68.2379638211985,2.02925506765951,2.97379193930331,1.03610227059234,-0.830777162029794,-81.7351745200056,-5.71292900863418,126.742623200596,0,0,3,0,0,1,0,72101.4660347205,1199.99833333333,963.358195000645,0.802799610833333,0.223199953046667,10.479,1,"1: Needles",1531935862.7,274.690966666667,298.844,20.46911,20.4368833333333,600.0239,99.0374133333333,0.100021936666667,23.8818933333333,24.4178433333333,24.3566666666667,14000.2333333333,1049.85433333333,18.5018633333333,1199.99833333333,0.329996733333333,0.329997533333333,0.3299979,0.010007878,24.8722233333333,17743.0866666667,1531935528.6,"13:38:48",80,-0.052,0.041,420,21,0.3,0.23,14.4792667665137,0.10241875346624,0.0484871455085613,1,-24.1419309523809,-0.18897107203627,0.0810157670959215,1,2,2,"2/2",1.86096,1.85791,1.86079,1.85356,1.85211,1.85289,1.85657,1.86279,"5","0","0","0","11111111","oooooooo","off","off","off","off",0,100,100,-0.052,0.041,3,626.227,296.636,23.0009,25.1748,30.0001,25.2086,25.2188,16.6852,0,100,23,328.33,21,100.693,104.304
