obs,time,elapsed,date,TIME,E,A,Ci,Ca,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,blfa_1,blfa_2,blfa_3,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,¦¤Pcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Heatx_setpoint,CO2_r_setpoint,H2O_r_setpoint,SS_s,SS_r,MatchH2O,MatchCO2,MatchValveR,MatchValveS
1865,1475427932,7370.4,20161002 11:05:31,1475427931,0.006473403,22.26704982,365.8378283,454.564,30.79149152,38.25931183,0.502741197,1.998366175,0.441636799,0.280891703,165.2454263,25.96325932,24.977,3.175320103,55.39935875,1.979398645,3.5729631,1.195921458,-0.034721126,0.038977505,3.014461666,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.027597273,0,-,0,0,0,0,0,0,1000.11,843.092367,0.842999637,0.195999125,1475427931,454.564,479.763,23.5175,17.199,600.253,83.9678,0.199252,26.9705,24.977,999.9,9971.88,0,6.93277,1000.11,0.900015,0.0999851,0,2.1607,0,7899.92,38.812,41.812,40.437,40.625,39.187,2.599903846,-0.618259818,-127.4430769,7917.778846,15,2,517.625,662.812,25.4078,27.5924,30.0001,27.5408,27.5134,30.0648,43.693,0,25.4145,465.833,17.2388,100.741,101.26,-0.031,5.465,100,100
1866,1475427934,7372.4,20161002 11:05:33,1475427933,0.006468385,21.75829754,364.7216417,451.837,30.69808991,38.03046287,0.50102832,2.001378446,0.440392376,0.280079265,165.2454263,25.9663788,24.9904,3.177858178,55.40208034,1.979484258,3.57294211,1.19837392,-0.034795123,0.039060573,3.019639422,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.026994079,0,-,0,0,0,0,0,0,1000.1,843.08478,0.84300048,0.19600096,1475427933,451.837,476.531,23.5181,17.1985,599.683,83.9679,0.200645,26.9704,24.9904,999.9,9993.12,0,6.93277,1000.1,0.900015,0.0999851,0,2.8427,0,7893.66,38.812,41.812,40.437,40.625,39.187,2.617226923,-0.565411956,-144.1986325,7913.660385,15,2,506.541,663.349,25.4141,27.5924,30.0001,27.5408,27.5134,29.9284,43.693,0,25.4324,460.667,17.2388,100.741,101.259,-0.031,5.465,100,100
1867,1475427936,7374.4,20161002 11:05:35,1475427935,0.006474468,21.62762786,362.4093687,448.975,30.50294123,37.78891833,0.501063954,2.007293862,0.440575655,0.280183587,165.194701,25.96738978,24.9941,3.178559302,55.40163571,1.97958466,3.57315201,1.198974642,-0.034940654,0.039223945,3.029813727,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.026838821,0,-,0,0,0,0,0,0,1000.11,843.0932101,0.84300048,0.19600096,1475427935,448.975,473.501,23.5197,17.1997,600.208,83.9672,0.199888,26.9714,24.9941,999.9,10035,0,6.93277,1000.11,0.899984,0.100016,0,2.5274,0,7887.49,38.812,41.812,40.437,40.625,39.187,2.616973077,-0.644694012,-161.5989744,7909.169615,15,2,501.762,662.342,25.4212,27.5924,30.0001,27.5408,27.5134,29.7805,43.693,0,25.4324,460.667,17.2388,100.741,101.26,-0.031,5.465,100,100
1868,1475427938,7376.4,20161002 11:05:37,1475427937,0.006466485,21.27709738,360.8300183,446.083,30.36985638,37.54531485,0.5011802,2.002955811,0.440551479,0.280178389,165.2453662,25.97099565,24.986,3.177024585,55.3908952,1.979456689,3.573613826,1.197567896,-0.034833901,0.039104105,3.022351608,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.026431247,0,-,0,0,0,0,0,0,999.8,842.8318799,0.84300048,0.19600096,1475427937,446.083,470.255,23.5183,17.2012,599.744,83.9667,0.199957,26.9736,24.986,999.9,10004.4,0,6.93277,1000.11,0.899984,0.100016,0,2.6852,0,7878.68,38.812,41.812,40.437,40.625,39.187,2.585403846,-0.587723072,-178.2270085,7902.337692,15,2,514.578,663.419,25.4292,27.5924,30,27.5408,27.5134,29.5901,43.693,0,25.439,455.833,17.2388,100.742,101.261,-0.031,5.465,100,100
1869,1475427940,7378.4,20161002 11:05:39,1475427939,0.006471541,21.01316455,358.9903381,443.154,30.21499906,37.298769,0.50191515,2.000470697,0.441054218,0.280509651,165.2453662,25.96910656,24.984,3.176645742,55.38869685,1.979506037,3.573844754,1.197139705,-0.034772816,0.039035532,3.018078875,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.026110027,0,-,0,0,0,0,0,0,1000.11,843.092367,0.842999637,0.195999125,1475427939,443.154,467.03,23.5189,17.2009,600.127,83.9665,0.200108,26.9747,24.984,999.9,9986.88,0,6.93277,999.79,0.899984,0.100016,0,2.6955,0,7869.08,38.812,41.812,40.437,40.625,39.187,2.602726923,-0.424393157,-191.5278633,7896.839615,15,2,498.758,662.436,25.4351,27.5924,30,27.5408,27.5134,29.3941,43.693,0,25.439,450.667,17.2388,100.742,101.261,-0.031,5.465,100,100
1870,1475427942,7380.4,20161002 11:05:41,1475427941,0.006471519,20.82359582,356.7374073,440.217,30.024638,37.0506591,0.501467905,2.003896549,0.440798867,0.280336164,165.2437139,25.97255453,24.9865,3.177119302,55.3773835,1.979322619,3.57424366,1.197796683,-0.034857038,0.039130079,3.023969437,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.025885437,0,-,0,0,0,0,0,0,1000.1,843.083937,0.842999637,0.195999125,1475427941,440.217,463.883,23.5173,17.1997,600.164,83.9654,0.199135,26.9766,24.9865,999.9,10011.2,0,6.93277,1000.1,0.900015,0.0999851,0,2.5337,0,7865.47,38.812,41.812,40.437,40.625,39.187,2.579561538,-0.18091624,-199.729231,7891.172308,15,2,522.239,662.835,25.4384,27.5924,30,27.5408,27.5134,29.2541,43.693,0,25.439,450.667,17.2388,100.742,101.261,-0.031,5.465,100,100
1871,1475427944,7382.4,20161002 11:05:43,1475427943,0.006466359,20.40854714,355.2366449,437.236,29.89952631,36.80124073,0.50115236,2.000833382,0.440473934,0.280133345,165.2454263,25.97428673,24.9857,3.176967756,55.36981447,1.979191594,3.574495621,1.197776162,-0.034781728,0.039045536,3.018702356,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.025393392,0,-,0,0,0,0,0,0,1000.09,843.075507,0.842999637,0.195999125,1475427943,437.236,460.484,23.5148,17.1972,599.687,83.967,0.200911,26.9778,24.9857,999.9,9989.38,0,6.93277,1000.09,0.900015,0.0999851,0,2.322,0,7856.35,38.812,41.812,40.437,40.625,39.187,2.550576923,0.146119665,-211.9401709,7883.021154,15,2,504.517,662.881,25.4413,27.5924,30,27.5408,27.5134,29.0845,43.693,0,25.4491,445.833,17.2388,100.743,101.261,-0.031,5.465,100,100
1872,1475427946,7384.4,20161002 11:05:45,1475427945,0.006471076,20.13056021,353.2677676,434.189,29.73480376,36.54600248,0.501329554,2.002936646,0.440666518,0.280252858,165.2454263,25.97289838,24.9877,3.177346632,55.37149727,1.979181987,3.574369639,1.198164645,-0.03483343,0.039103576,3.022318651,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.025063387,0,-,0,0,0,0,0,0,1000.1,843.08478,0.84300048,0.19600096,1475427945,434.189,457.123,23.5139,17.1967,600.163,83.9706,0.200124,26.9772,24.9877,999.9,10003.8,0,6.93277,1000.09,0.900015,0.0999851,0,2.4343,0,7850.19,38.75,41.812,40.437,40.625,39.187,2.526861538,-0.46443076,-217.2188034,7876.681923,15,2,496.84,661.944,25.4445,27.5921,30,27.5408,27.5134,28.906,43.693,0,25.4491,440.667,17.2388,100.743,101.261,-0.031,5.465,100,100
1873,1475427948,7386.4,20161002 11:05:47,1475427947,0.006464434,20.00823657,350.5219309,431.081,29.50517232,36.28622938,0.500246334,2.004060248,0.439857837,0.279727003,165.2420617,25.97692728,24.9928,3.178312946,55.36623707,1.979121848,3.574600609,1.199191098,-0.034861065,0.039134599,3.024250978,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.024926098,0,-,0,0,0,0,0,0,999.787,842.8209209,0.84300048,0.19600096,1475427947,431.081,453.883,23.512,17.1976,599.814,83.9751,0.199868,26.9783,24.9928,999.9,10011.2,0,6.93277,999.787,0.899984,0.100016,0,2.6547,0,7840.47,38.812,41.812,40.437,40.625,39.187,2.523030769,-1.218352132,-218.114872,7870.139231,15,2,513.251,662.974,25.4494,27.5908,30,27.5408,27.5134,28.7575,43.693,0,25.4571,440.667,17.2388,100.742,101.261,-0.031,5.465,100,100
1874,1475427950,7388.4,20161002 11:05:49,1475427949,0.006467729,19.80650124,348.2280831,428.003,29.31214799,36.02721287,0.500315385,2.003004123,0.43988354,0.279746169,165.2420617,25.97683755,24.9958,3.178881485,55.36185378,1.979151168,3.57493659,1.199730318,-0.034835089,0.039105439,3.022434688,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.024679039,0,-,0,0,0,0,0,0,1000.1,843.083937,0.842999637,0.195999125,1475427949,428.003,450.575,23.5123,17.1974,600.072,83.9746,0.200541,26.9799,24.9958,999.9,10003.8,0,6.93277,999.786,0.899984,0.100016,0,2.3748,0,7831.8,38.812,41.812,40.437,40.625,39.187,2.507711538,-0.515018796,-221.6523077,7861.287308,15,2,492.316,662.295,25.4527,27.5901,30.0001,27.5408,27.5134,28.5642,43.693,0,25.4571,435.833,17.2388,100.742,101.261,-0.031,5.465,100,100
1875,1475427952,7390.4,20161002 11:05:51,1475427951,0.006469338,19.70016688,345.6644582,424.96,29.09513949,35.76957418,0.500446447,2.007376658,0.440099745,0.279875532,165.2420617,25.97871882,24.9934,3.178426646,55.35697429,1.979034853,3.575041589,1.199391793,-0.034942693,0.039226234,3.029956193,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.024553159,0,-,0,0,0,0,0,0,1000.09,843.075507,0.842999637,0.195999125,1475427951,424.96,447.405,23.5119,17.1959,600.117,83.9721,0.199526,26.9804,24.9934,999.9,10035,0,6.93277,1000.08,0.900015,0.0999851,0,2.7874,0,7828.37,38.812,41.812,40.437,40.625,39.187,2.527215385,0.017928217,-221.4598291,7854.709231,15,2,503.984,662.504,25.456,27.5901,30.0001,27.5408,27.5132,28.3669,43.693,0,25.4571,430.667,17.2388,100.742,101.261,-0.031,5.465,100,100
1876,1475427954,7392.4,20161002 11:05:53,1475427953,0.006468163,19.56720466,343.2148214,421.927,28.88827345,35.51345045,0.500770909,2.006793706,0.440335673,0.280029547,165.1937096,25.97918571,24.9885,3.177498194,55.35340258,1.978988535,3.575188593,1.198509659,-0.034928338,0.039210119,3.028953149,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.024395448,0,-,0,0,0,0,0,0,1000.09,843.075507,0.842999637,0.195999125,1475427953,421.927,444.223,23.5119,17.1959,600.008,83.9694,0.200256,26.9811,24.9885,999.9,10031.2,0,6.93277,1000.09,0.900015,0.0999851,0,2.5633,0,7821.96,38.812,41.812,40.437,40.625,39.187,2.536988462,0.177145317,-223.4694019,7848.031538,15,2,495.802,662.616,25.4592,27.5901,30.0001,27.5397,27.5128,28.2535,43.693,0,25.4617,430.667,17.2388,100.742,101.262,-0.031,5.465,100,100
1877,1475427956,7394.4,20161002 11:05:55,1475427955,0.006467216,19.2168962,341.4287887,418.879,28.73681561,35.25551736,0.500472574,2.005604116,0.440073499,0.279862805,165.2420617,25.98010247,24.9911,3.177990813,55.35130791,1.978995018,3.575335602,1.198995795,-0.034899053,0.039177244,3.026906561,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.023979696,0,-,0,0,0,0,0,0,1000.1,843.083937,0.842999637,0.195999125,1475427955,418.879,440.804,23.5129,17.198,600.024,83.9668,0.199552,26.9818,24.9911,999.9,10023.1,0,6.93277,999.789,0.899984,0.100016,0,2.8709,0,7811.23,38.812,41.812,40.437,40.625,39.187,2.521292308,0.860116257,-217.3264957,7839.424615,15,2,507.254,662.75,25.4612,27.5901,30.0001,27.5386,27.5122,28.0533,43.693,0,25.4617,425.833,17.2388,100.742,101.262,-0.031,5.465,100,100
1878,1475427958,7396.4,20161002 11:05:57,1475427957,0.006466422,18.97189583,339.1846317,415.8,28.54806844,34.99653507,0.49983608,2.00161948,0.439476169,0.279485968,165.2404094,25.97948229,24.9989,3.17946907,55.34840876,1.978995983,3.575524622,1.200473087,-0.034801047,0.039067224,3.020053828,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.023689569,0,-,0,0,0,0,0,0,1000.08,843.067077,0.842999637,0.195999125,1475427957,415.8,437.471,23.5128,17.1954,599.713,83.9664,0.200351,26.9827,24.9989,999.9,9995,0,6.93277,1000.09,0.900015,0.0999851,0,2.8768,0,7808.59,38.812,41.812,40.437,40.625,39.187,2.5536,1.425784634,-210.7234187,7833.179231,15,2,499.764,663.047,25.4629,27.5901,30,27.5385,27.5115,27.8544,43.693,0,25.4669,420.667,17.2388,100.742,101.262,-0.031,5.465,100,100
1879,1475427960,7398.4,20161002 11:05:59,1475427959,0.006471563,18.83560988,336.7356039,412.716,28.3416757,34.73663876,0.500486233,2.002056355,0.43999083,0.279817856,165.2404094,25.97908492,24.9959,3.178900438,55.34107381,1.978884825,3.575797665,1.200015613,-0.034811786,0.039079279,3.020804973,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.023527914,0,-,0,0,0,0,0,0,1000.08,843.067077,0.842999637,0.195999125,1475427959,412.716,434.214,23.5117,17.1948,600.238,83.9661,0.199861,26.984,24.9959,999.9,9998.12,0,6.93277,1000.08,0.900015,0.0999851,0,2.4477,0,7803.06,38.812,41.812,40.437,40.625,39.187,2.558988462,1.411408564,-204.4502565,7826.878846,15,2,495.613,661.918,25.4647,27.5901,30.0002,27.5385,27.511,27.7079,43.693,0,25.4669,420.667,17.2388,100.742,101.261,-0.031,5.465,100,100
1880,1475427962,7400.4,20161002 11:06:01,1475427961,0.006467362,18.48181921,334.8833328,409.575,28.1859865,34.47252905,0.499983217,2.009334223,0.439792169,0.279671893,165.2404094,25.98501729,24.9943,3.178597204,55.33531943,1.978806913,3.576028717,1.199790291,-0.034990918,0.039280371,3.033325039,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.023115247,0,-,0,0,0,0,0,0,999.777,842.8124909,0.84300048,0.19600096,1475427961,409.575,430.709,23.5106,17.1943,599.906,83.9675,0.199085,26.9851,24.9943,999.9,10049.4,0,6.93277,1000.08,0.899984,0.100016,0,2.7815,0,7795.48,38.812,41.812,40.437,40.625,39.187,2.6322,0.535302577,-196.0803418,7818.716538,15,2,532.722,663.509,25.4666,27.5901,30.0001,27.5385,27.511,27.4947,43.693,0,25.4669,415.833,17.2388,100.741,101.262,-0.031,5.465,100,100
1881,1475427964,7402.4,20161002 11:06:03,1475427963,0.006469454,18.26208036,332.6013093,406.435,27.99487992,34.20942342,0.500229979,2.004049637,0.439844898,0.279718658,165.2404094,25.98256642,24.9969,3.179089972,55.33894995,1.979018112,3.576175756,1.20007186,-0.034860804,0.039134306,3.024232729,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.022847625,0,-,0,0,0,0,0,0,1000.08,843.067077,0.842999637,0.195999125,1475427963,406.435,427.329,23.5123,17.1942,599.928,83.9686,0.200882,26.9858,24.9969,999.9,10011.9,0,6.93277,999.771,0.899984,0.100016,0,2.5713,0,7786.96,38.812,41.812,40.437,40.625,39.187,2.648603846,0.253952143,-193.6564102,7812.854231,15,2,499.102,662.595,25.4684,27.5901,30,27.5385,27.511,27.3517,43.693,0,25.4701,410.667,17.2388,100.741,101.262,-0.031,5.465,100,100
1882,1475427966,7404.4,20161002 11:06:05,1475427965,0.006470794,18.14590735,330.0038705,403.277,27.77589448,33.94317581,0.500991204,1.998995939,0.440300737,0.280025735,165.2420617,25.97979614,24.9913,3.178028709,55.33729056,1.978958769,3.576175756,1.19906994,-0.03473659,0.038994865,3.01554398,0,0,0,0,0,-1,-,0,0,0,0.5,0,0,0,0,0.0227096,0,-,0,0,0,0,0,0,1000.09,843.075507,0.842999637,0.195999125,1475427965,403.277,424.027,23.5119,17.1949,600.157,83.9684,0.19999,26.9858,24.9913,999.9,9976.25,0,6.93277,1000.09,0.900015,0.0999851,0,2.7356,0,7784.43,38.812,41.812,40.437,40.625,39.187,2.660580769,0.271784616,-187.3244445,7807.138462,15,2,501.143,662.243,25.4696,27.5901,30.0001,27.5385,27.511,27.2,43.693,0,25.4701,410.667,17.2388,100.741,101.262,-0.031,5.465,100,100
